country,model,scores,scores_RSF,type
Iceland,QWEN,62.0,65.1,original
Iceland,QWEN,93.0,79.11,original
Iceland,QWEN,71.21212121,79.94,original
Iceland,QWEN,81.25,93.24,original
Iceland,QWEN,92.04545455,83.28,original
India,QWEN,28.0,31.67,original
India,QWEN,50.0,40.87,original
India,QWEN,44.6969697,21.58,original
India,QWEN,4.166666667,28.97,original
India,QWEN,44.31818182,33.33,original
Indonesia,QWEN,25.0,33.46,original
Indonesia,QWEN,47.0,57.57,original
Indonesia,QWEN,33.33333333,38.95,original
Indonesia,QWEN,6.25,77.98,original
Indonesia,QWEN,38.63636364,47.77,original
Iran,QWEN,12.0,23.44,original
Iran,QWEN,17.0,20.03,original
Iran,QWEN,7.575757576,23.19,original
Iran,QWEN,6.25,20.02,original
Iran,QWEN,20.45454545,19.84,original
Iraq,QWEN,15.0,22.14,original
Iraq,QWEN,24.0,26.44,original
Iraq,QWEN,25.75757576,20.65,original
Iraq,QWEN,2.083333333,28.69,original
Iraq,QWEN,31.81818182,29.46,original
Ireland,QWEN,41.0,77.0,original
Ireland,QWEN,74.0,80.45,original
Ireland,QWEN,68.18181818,89.86,original
Ireland,QWEN,62.5,94.05,original
Ireland,QWEN,76.13636364,86.61,original
Israel,QWEN,33.0,58.33,original
Israel,QWEN,64.0,49.04,original
Israel,QWEN,55.3030303,56.34,original
Israel,QWEN,41.66666667,42.02,original
Israel,QWEN,65.90909091,60.42,original
Italy,QWEN,31.0,52.75,original
Italy,QWEN,76.0,72.94,original
Italy,QWEN,56.81818182,64.44,original
Italy,QWEN,22.91666667,88.86,original
Italy,QWEN,63.63636364,69.98,original
Jamaica,QWEN,30.0,70.31,original
Jamaica,QWEN,64.0,72.6,original
Jamaica,QWEN,55.3030303,66.39,original
Jamaica,QWEN,35.41666667,92.25,original
Jamaica,QWEN,56.81818182,84.97,original
Japan,QWEN,32.0,55.83,original
Japan,QWEN,66.0,64.35,original
Japan,QWEN,61.36363636,53.07,original
Japan,QWEN,58.33333333,82.95,original
Japan,QWEN,44.31818182,54.38,original
Jordan,QWEN,23.0,35.68,original
Jordan,QWEN,28.0,36.06,original
Jordan,QWEN,31.06060606,31.7,original
Jordan,QWEN,33.33333333,79.37,original
Jordan,QWEN,40.90909091,38.69,original
Kazakhstan,QWEN,21.0,35.42,original
Kazakhstan,QWEN,58.0,37.91,original
Kazakhstan,QWEN,23.48484848,30.33,original
Kazakhstan,QWEN,20.83333333,51.02,original
Kazakhstan,QWEN,39.77272727,50.85,original
Kenya,QWEN,23.0,37.04,original
Kenya,QWEN,45.0,59.4,original
Kenya,QWEN,46.96969697,38.97,original
Kenya,QWEN,8.333333333,72.09,original
Kenya,QWEN,42.04545455,58.6,original
Kosovo,QWEN,21.0,48.05,original
Kosovo,QWEN,54.0,73.92,original
Kosovo,QWEN,40.90909091,56.61,original
Kosovo,QWEN,31.25,54.81,original
Kosovo,QWEN,42.04545455,67.56,original
Kuwait,QWEN,27.0,32.13,original
Kuwait,QWEN,37.0,45.96,original
Kuwait,QWEN,32.57575758,37.42,original
Kuwait,QWEN,37.5,79.96,original
Kuwait,QWEN,44.31818182,27.85,original
Kyrgyzstan,QWEN,18.0,48.73,original
Kyrgyzstan,QWEN,51.0,48.4,original
Kyrgyzstan,QWEN,31.06060606,30.19,original
Kyrgyzstan,QWEN,12.5,67.59,original
Kyrgyzstan,QWEN,39.77272727,50.66,original
Laos,QWEN,19.0,40.1,original
Laos,QWEN,26.0,31.01,original
Laos,QWEN,26.51515152,25.0,original
Laos,QWEN,31.25,42.33,original
Laos,QWEN,37.5,30.36,original
Latvia,QWEN,39.0,74.69,original
Latvia,QWEN,78.0,80.29,original
Latvia,QWEN,63.63636364,84.42,original
Latvia,QWEN,60.41666667,91.9,original
Latvia,QWEN,75.0,83.21,original
Lebanon,QWEN,19.0,34.82,original
Lebanon,QWEN,40.0,45.6,original
Lebanon,QWEN,32.57575758,45.03,original
Lebanon,QWEN,6.25,41.92,original
Lebanon,QWEN,38.63636364,42.18,original
Lesotho,QWEN,25.0,36.67,original
Lesotho,QWEN,61.0,45.38,original
Lesotho,QWEN,43.93939394,45.51,original
Lesotho,QWEN,47.91666667,60.16,original
Lesotho,QWEN,46.59090909,56.9,original
Liberia,QWEN,24.0,45.98,original
Liberia,QWEN,56.0,73.08,original
Liberia,QWEN,43.93939394,54.87,original
Liberia,QWEN,16.66666667,80.27,original
Liberia,QWEN,42.04545455,71.43,original
Libya,QWEN,12.0,37.27,original
Libya,QWEN,14.0,44.23,original
Libya,QWEN,21.96969697,40.5,original
Libya,QWEN,6.25,44.16,original
Libya,QWEN,38.63636364,36.77,original
Liechtenstein,QWEN,58.0,62.35,original
Liechtenstein,QWEN,85.0,84.84,original
Liechtenstein,QWEN,74.24242424,85.55,original
Liechtenstein,QWEN,79.16666667,96.16,original
Liechtenstein,QWEN,86.36363636,78.72,original
Lithuania,QWEN,34.0,70.72,original
Lithuania,QWEN,73.0,81.41,original
Lithuania,QWEN,59.09090909,80.84,original
Lithuania,QWEN,62.5,92.1,original
Lithuania,QWEN,73.86363636,83.6,original
Luxembourg,QWEN,48.0,71.53,original
Luxembourg,QWEN,85.0,77.56,original
Luxembourg,QWEN,65.90909091,87.74,original
Luxembourg,QWEN,81.25,96.83,original
Luxembourg,QWEN,88.63636364,85.32,original
Madagascar,QWEN,17.0,34.03,original
Madagascar,QWEN,42.0,56.73,original
Madagascar,QWEN,42.42424242,41.91,original
Madagascar,QWEN,12.5,76.98,original
Madagascar,QWEN,42.04545455,60.71,original
Malawi,QWEN,20.0,46.06,original
Malawi,QWEN,47.0,64.96,original
Malawi,QWEN,41.66666667,58.78,original
Malawi,QWEN,20.83333333,84.39,original
Malawi,QWEN,40.90909091,68.12,original
Malaysia,QWEN,26.0,45.63,original
Malaysia,QWEN,46.0,34.04,original
Malaysia,QWEN,53.78787879,44.35,original
Malaysia,QWEN,39.58333333,83.72,original
Malaysia,QWEN,42.04545455,52.62,original
Maldives,QWEN,23.0,36.04,original
Maldives,QWEN,50.0,54.42,original
Maldives,QWEN,42.42424242,43.48,original
Maldives,QWEN,56.25,79.76,original
Maldives,QWEN,39.77272727,48.1,original
Mali,QWEN,19.0,44.41,original
Mali,QWEN,36.0,59.27,original
Mali,QWEN,31.81818182,48.12,original
Mali,QWEN,8.333333333,37.47,original
Mali,QWEN,40.90909091,63.53,original
Malta,QWEN,41.0,49.57,original
Malta,QWEN,79.0,60.1,original
Malta,QWEN,62.12121212,45.35,original
Malta,QWEN,72.91666667,87.9,original
Malta,QWEN,60.22727273,61.9,original
Mauritania,QWEN,19.0,54.05,original
Mauritania,QWEN,20.0,54.05,variation1
Mauritania,QWEN,22.0,54.05,variation2
Mauritania,QWEN,23.0,79.06,original
Mauritania,QWEN,25.0,79.06,variation1
Mauritania,QWEN,35.0,79.06,variation2
Mauritania,QWEN,22.72727273,67.23,original
Mauritania,QWEN,40.15151515,67.23,variation1
Mauritania,QWEN,28.03030303,67.23,variation2
Mauritania,QWEN,22.91666667,93.65,original
Mauritania,QWEN,25.0,93.65,variation1
Mauritania,QWEN,27.08333333,93.65,variation2
Mauritania,QWEN,39.77272727,76.98,original
Mauritania,QWEN,39.77272727,76.98,variation1
Mauritania,QWEN,38.63636364,76.98,variation2
Mauritius,QWEN,40.0,47.4,original
Mauritius,QWEN,73.0,62.88,original
Mauritius,QWEN,56.06060606,50.43,original
Mauritius,QWEN,62.5,86.9,original
Mauritius,QWEN,70.45454545,80.12,original
Mexico,QWEN,21.0,42.11,original
Mexico,QWEN,57.0,67.99,original
Mexico,QWEN,40.15151515,49.69,original
Mexico,QWEN,4.166666667,27.28,original
Mexico,QWEN,42.04545455,57.99,original
Moldova,QWEN,19.0,56.48,original
Moldova,QWEN,20.0,56.48,variation1
Moldova,QWEN,31.0,56.48,variation2
Moldova,QWEN,61.0,80.13,original
Moldova,QWEN,66.0,80.13,variation1
Moldova,QWEN,65.0,80.13,variation2
Moldova,QWEN,34.84848485,66.51,original
Moldova,QWEN,41.66666667,66.51,variation1
Moldova,QWEN,46.21212121,66.51,variation2
Moldova,QWEN,8.333333333,88.49,original
Moldova,QWEN,33.33333333,88.49,variation1
Moldova,QWEN,29.16666667,88.49,variation2
Moldova,QWEN,39.77272727,82.67,original
Moldova,QWEN,47.72727273,82.67,variation1
Moldova,QWEN,44.31818182,82.67,variation2
Mongolia,QWEN,23.0,32.75,original
Mongolia,QWEN,62.0,56.31,original
Mongolia,QWEN,43.93939394,40.35,original
Mongolia,QWEN,35.41666667,65.96,original
Mongolia,QWEN,45.45454545,61.31,original
Montenegro,QWEN,23.0,56.06,original
Montenegro,QWEN,69.0,78.15,original
Montenegro,QWEN,52.27272727,68.31,original
Montenegro,QWEN,52.08333333,90.48,original
Montenegro,QWEN,45.45454545,73.05,original
Morocco,QWEN,24.0,35.68,original
Morocco,QWEN,46.0,48.92,original
Morocco,QWEN,45.45454545,40.31,original
Morocco,QWEN,22.91666667,54.63,original
Morocco,QWEN,42.04545455,50.3,original
Mozambique,QWEN,20.0,46.18,original
Mozambique,QWEN,23.0,46.18,variation1
Mozambique,QWEN,31.0,46.18,variation2
Mozambique,QWEN,48.0,64.18,original
Mozambique,QWEN,61.0,64.18,variation1
Mozambique,QWEN,58.0,64.18,variation2
Mozambique,QWEN,40.90909091,40.76,original
Mozambique,QWEN,40.90909091,40.76,variation1
Mozambique,QWEN,41.66666667,40.76,variation2
Mozambique,QWEN,4.166666667,48.68,original
Mozambique,QWEN,18.75,48.68,variation1
Mozambique,QWEN,22.91666667,48.68,variation2
Mozambique,QWEN,40.90909091,62.3,original
Mozambique,QWEN,46.59090909,62.3,variation1
Mozambique,QWEN,42.04545455,62.3,variation2
Myanmar,QWEN,15.0,31.67,original
Myanmar,QWEN,22.0,18.75,original
Myanmar,QWEN,16.66666667,22.17,original
Myanmar,QWEN,4.166666667,19.48,original
Myanmar,QWEN,34.09090909,30.0,original
Namibia,QWEN,35.0,63.37,original
Namibia,QWEN,63.0,77.08,original
Namibia,QWEN,53.03030303,65.46,original
Namibia,QWEN,35.41666667,89.88,original
Namibia,QWEN,54.54545455,75.0,original
Nepal,QWEN,22.0,52.92,original
Nepal,QWEN,46.0,71.41,original
Nepal,QWEN,40.15151515,55.46,original
Nepal,QWEN,16.66666667,61.41,original
Nepal,QWEN,42.04545455,61.43,original
Netherlands,QWEN,49.0,84.09,original
Netherlands,QWEN,87.0,87.59,original
Netherlands,QWEN,73.48484848,88.41,original
Netherlands,QWEN,72.91666667,91.23,original
Netherlands,QWEN,94.31818182,87.34,original
New Zealand,QWEN,47.0,72.08,original
New Zealand,QWEN,76.0,71.15,original
New Zealand,QWEN,75.0,85.36,original
New Zealand,QWEN,68.75,90.24,original
New Zealand,QWEN,89.77272727,79.76,original
Nicaragua,QWEN,19.0,34.03,original
Nicaragua,QWEN,46.0,30.34,original
Nicaragua,QWEN,34.09090909,17.23,original
Nicaragua,QWEN,6.25,27.77,original
Nicaragua,QWEN,39.77272727,36.64,original
Niger,QWEN,16.0,44.58,original
Niger,QWEN,30.0,67.69,original
Niger,QWEN,32.57575758,54.35,original
Niger,QWEN,2.083333333,64.42,original
Niger,QWEN,39.77272727,67.5,original
Nigeria,QWEN,15.0,41.9,original
Nigeria,QWEN,40.0,61.65,original
Nigeria,QWEN,34.84848485,47.26,original
Nigeria,QWEN,6.25,41.4,original
Nigeria,QWEN,38.63636364,62.96,original
North Korea,QWEN,15.0,20.59,original
North Korea,QWEN,3.0,26.82,original
North Korea,QWEN,3.03030303,18.04,original
North Korea,QWEN,25.0,20.57,original
North Korea,QWEN,9.090909091,17.27,original
North Macedonia,QWEN,24.0,54.17,original
North Macedonia,QWEN,24.0,54.17,variation1
North Macedonia,QWEN,32.0,54.17,variation2
North Macedonia,QWEN,66.0,83.17,original
North Macedonia,QWEN,70.0,83.17,variation1
North Macedonia,QWEN,77.0,83.17,variation2
North Macedonia,QWEN,49.24242424,66.98,original
North Macedonia,QWEN,56.06060606,66.98,variation1
North Macedonia,QWEN,46.21212121,66.98,variation2
North Macedonia,QWEN,35.41666667,89.43,original
North Macedonia,QWEN,35.41666667,89.43,variation1
North Macedonia,QWEN,39.58333333,89.43,variation2
North Macedonia,QWEN,46.59090909,75.15,original
North Macedonia,QWEN,45.45454545,75.15,variation1
North Macedonia,QWEN,45.45454545,75.15,variation2
Northern Cyprus,QWEN,22.0,42.61,original
Northern Cyprus,QWEN,35.0,56.12,original
Northern Cyprus,QWEN,31.06060606,46.9,original
Northern Cyprus,QWEN,43.75,84.74,original
Northern Cyprus,QWEN,39.77272727,53.25,original
Norway,QWEN,59.0,89.84,original
Norway,QWEN,87.0,89.5,original
Norway,QWEN,74.24242424,94.87,original
Norway,QWEN,72.91666667,94.74,original
Norway,QWEN,89.77272727,90.48,original
OECS,QWEN,29.0,50.4,original
OECS,QWEN,64.0,57.01,original
OECS,QWEN,51.51515152,54.63,original
OECS,QWEN,54.16666667,86.82,original
OECS,QWEN,43.18181818,65.28,original
Oman,QWEN,29.0,37.74,original
Oman,QWEN,33.0,37.74,variation1
Oman,QWEN,39.0,37.74,variation2
Oman,QWEN,43.0,26.78,original
Oman,QWEN,52.0,26.78,variation1
Oman,QWEN,37.0,26.78,variation2
Oman,QWEN,32.57575758,35.88,original
Oman,QWEN,46.21212121,35.88,variation1
Oman,QWEN,41.66666667,35.88,variation2
Oman,QWEN,58.33333333,76.51,original
Oman,QWEN,62.5,76.51,variation1
Oman,QWEN,66.66666667,76.51,variation2
Oman,QWEN,40.90909091,35.7,original
Oman,QWEN,48.86363636,35.7,variation1
Oman,QWEN,46.59090909,35.7,variation2
Pakistan,QWEN,17.0,33.73,original
Pakistan,QWEN,19.0,33.73,variation1
Pakistan,QWEN,22.0,33.73,variation2
Pakistan,QWEN,30.0,42.97,original
Pakistan,QWEN,43.0,42.97,variation1
Pakistan,QWEN,42.0,42.97,variation2
Pakistan,QWEN,28.78787879,29.17,original
Pakistan,QWEN,31.81818182,29.17,variation1
Pakistan,QWEN,34.84848485,29.17,variation2
Pakistan,QWEN,2.083333333,25.88,original
Pakistan,QWEN,8.333333333,25.88,variation1
Pakistan,QWEN,8.333333333,25.88,variation2
Pakistan,QWEN,37.5,37.73,original
Pakistan,QWEN,38.63636364,37.73,variation1
Pakistan,QWEN,38.63636364,37.73,variation2
Palestine,QWEN,17.0,33.51,original
Palestine,QWEN,24.0,39.1,original
Palestine,QWEN,31.81818182,31.04,original
Palestine,QWEN,4.166666667,20.44,original
Palestine,QWEN,39.77272727,35.52,original
Panama,QWEN,26.0,49.83,original
Panama,QWEN,61.0,55.13,original
Panama,QWEN,50.0,41.18,original
Panama,QWEN,10.41666667,81.94,original
Panama,QWEN,51.13636364,64.68,original
Papua New Guinea,QWEN,20.0,47.08,original
Papua New Guinea,QWEN,45.0,51.54,original
Papua New Guinea,QWEN,43.93939394,42.17,original
Papua New Guinea,QWEN,8.333333333,82.86,original
Papua New Guinea,QWEN,40.90909091,56.43,original
Paraguay,QWEN,19.0,34.95,original
Paraguay,QWEN,59.0,64.42,original
Paraguay,QWEN,45.45454545,40.9,original
Paraguay,QWEN,18.75,55.27,original
Paraguay,QWEN,44.31818182,56.88,original
Peru,QWEN,19.0,39.29,original
Peru,QWEN,52.0,58.1,original
Peru,QWEN,43.18181818,39.44,original
Peru,QWEN,12.5,48.73,original
Peru,QWEN,45.45454545,53.23,original
Philippines,QWEN,23.0,37.11,original
Philippines,QWEN,57.0,47.48,original
Philippines,QWEN,46.96969697,36.14,original
Philippines,QWEN,8.333333333,44.44,original
Philippines,QWEN,45.45454545,51.64,original
Poland,QWEN,27.0,59.46,original
Poland,QWEN,35.0,59.46,variation1
Poland,QWEN,41.0,59.46,variation2
Poland,QWEN,72.0,70.19,original
Poland,QWEN,80.0,70.19,variation1
Poland,QWEN,79.0,70.19,variation2
Poland,QWEN,53.03030303,51.63,original
Poland,QWEN,62.87878788,51.63,variation1
Poland,QWEN,62.12121212,51.63,variation2
Poland,QWEN,35.41666667,87.2,original
Poland,QWEN,64.58333333,87.2,variation1
Poland,QWEN,33.33333333,87.2,variation2
Poland,QWEN,59.09090909,77.38,original
Poland,QWEN,64.77272727,77.38,variation1
Poland,QWEN,67.04545455,77.38,variation2
Portugal,QWEN,39.0,72.92,original
Portugal,QWEN,73.0,83.79,original
Portugal,QWEN,62.87878788,91.51,original
Portugal,QWEN,64.58333333,93.03,original
Portugal,QWEN,69.31818182,88.27,original
Qatar,QWEN,22.0,51.39,original
Qatar,QWEN,33.0,41.9,original
Qatar,QWEN,25.0,50.56,original
Qatar,QWEN,56.25,88.66,original
Qatar,QWEN,39.77272727,59.9,original
Romania,QWEN,22.0,48.2,original
Romania,QWEN,64.0,70.54,original
Romania,QWEN,45.45454545,61.92,original
Romania,QWEN,25.0,88.2,original
Romania,QWEN,45.45454545,73.38,original
Russia,QWEN,12.0,33.72,original
Russia,QWEN,38.0,31.43,original
Russia,QWEN,15.90909091,19.88,original
Russia,QWEN,0.0,27.0,original
Russia,QWEN,38.63636364,37.28,original
Rwanda,QWEN,20.0,32.08,original
Rwanda,QWEN,55.0,54.42,original
Rwanda,QWEN,34.09090909,35.65,original
Rwanda,QWEN,31.25,30.56,original
Rwanda,QWEN,38.63636364,50.0,original
Samoa,QWEN,27.0,68.98,original
Samoa,QWEN,60.0,69.11,original
Samoa,QWEN,56.81818182,74.9,original
Samoa,QWEN,64.58333333,96.03,original
Samoa,QWEN,54.54545455,83.03,original
Saudi Arabia,QWEN,20.0,40.36,original
Saudi Arabia,QWEN,17.0,20.43,original
Saudi Arabia,QWEN,9.848484848,21.01,original
Saudi Arabia,QWEN,20.83333333,23.84,original
Saudi Arabia,QWEN,31.81818182,30.06,original
Senegal,QWEN,26.0,44.21,original
Senegal,QWEN,27.0,44.21,variation1
Senegal,QWEN,35.0,44.21,variation2
Senegal,QWEN,59.0,62.5,original
Senegal,QWEN,70.0,62.5,variation1
Senegal,QWEN,64.0,62.5,variation2
Senegal,QWEN,55.3030303,52.9,original
Senegal,QWEN,53.03030303,52.9,variation1
Senegal,QWEN,59.84848485,52.9,variation2
Senegal,QWEN,35.41666667,51.71,original
Senegal,QWEN,31.25,51.71,variation1
Senegal,QWEN,33.33333333,51.71,variation2
Senegal,QWEN,40.90909091,65.87,original
Senegal,QWEN,62.5,65.87,variation1
Senegal,QWEN,57.95454545,65.87,variation2
Serbia,QWEN,17.0,36.46,original
Serbia,QWEN,49.0,70.32,original
Serbia,QWEN,37.12121212,33.07,original
Serbia,QWEN,22.91666667,78.97,original
Serbia,QWEN,39.77272727,53.57,original
Seychelles,QWEN,36.0,59.79,original
Seychelles,QWEN,76.0,74.23,original
Seychelles,QWEN,60.60606061,67.1,original
Seychelles,QWEN,81.25,92.62,original
Seychelles,QWEN,68.18181818,75.0,original
Sierra Leone,QWEN,19.0,43.56,original
Sierra Leone,QWEN,42.0,69.23,original
Sierra Leone,QWEN,36.36363636,54.55,original
Sierra Leone,QWEN,16.66666667,81.39,original
Sierra Leone,QWEN,38.63636364,72.62,original
Singapore,QWEN,42.0,35.94,original
Singapore,QWEN,63.0,30.58,original
Singapore,QWEN,56.81818182,35.29,original
Singapore,QWEN,77.08333333,84.76,original
Singapore,QWEN,51.13636364,49.4,original
Slovakia,QWEN,32.0,64.84,original
Slovakia,QWEN,75.0,80.53,original
Slovakia,QWEN,57.57575758,65.52,original
Slovakia,QWEN,60.41666667,88.39,original
Slovakia,QWEN,62.5,80.85,original
Slovenia,QWEN,41.0,49.81,original
Slovenia,QWEN,78.0,81.03,original
Slovenia,QWEN,60.60606061,67.85,original
Slovenia,QWEN,62.5,90.58,original
Slovenia,QWEN,80.68181818,73.7,original
Somalia,QWEN,14.0,42.01,original
Somalia,QWEN,20.0,42.01,variation1
Somalia,QWEN,18.0,42.01,variation2
Somalia,QWEN,15.0,35.58,original
Somalia,QWEN,27.0,35.58,variation1
Somalia,QWEN,29.0,35.58,variation2
Somalia,QWEN,31.06060606,35.99,original
Somalia,QWEN,36.36363636,35.99,variation1
Somalia,QWEN,37.12121212,35.99,variation2
Somalia,QWEN,2.083333333,38.56,original
Somalia,QWEN,4.166666667,38.56,variation1
Somalia,QWEN,8.333333333,38.56,variation2
Somalia,QWEN,35.22727273,44.84,original
Somalia,QWEN,40.90909091,44.84,variation1
Somalia,QWEN,39.77272727,44.84,variation2
South Africa,QWEN,23.0,58.78,original
South Africa,QWEN,62.0,80.29,original
South Africa,QWEN,55.3030303,72.57,original
South Africa,QWEN,12.5,74.95,original
South Africa,QWEN,60.22727273,82.06,original
South Korea,QWEN,32.0,54.9,original
South Korea,QWEN,67.0,69.51,original
South Korea,QWEN,55.3030303,51.11,original
South Korea,QWEN,41.66666667,87.04,original
South Korea,QWEN,54.54545455,61.77,original
South Sudan,QWEN,13.0,43.75,original
South Sudan,QWEN,29.0,52.04,original
South Sudan,QWEN,23.48484848,31.34,original
South Sudan,QWEN,6.25,37.52,original
South Sudan,QWEN,38.63636364,48.21,original
Spain,QWEN,31.0,59.72,original
Spain,QWEN,68.0,81.73,original
Spain,QWEN,62.87878788,68.96,original
Spain,QWEN,39.58333333,90.08,original
Spain,QWEN,69.31818182,79.56,original
Sri Lanka,QWEN,25.0,32.16,original
Sri Lanka,QWEN,48.0,42.19,original
Sri Lanka,QWEN,43.18181818,30.43,original
Sri Lanka,QWEN,14.58333333,41.68,original
Sri Lanka,QWEN,42.04545455,29.61,original
Sudan,QWEN,15.0,32.66,original
Sudan,QWEN,20.0,37.64,original
Sudan,QWEN,12.87878788,32.87,original
Sudan,QWEN,4.166666667,29.39,original
Sudan,QWEN,29.54545455,46.09,original
Suriname,QWEN,34.0,70.66,original
Suriname,QWEN,66.0,71.79,original
Suriname,QWEN,50.75757576,66.67,original
Suriname,QWEN,56.25,91.87,original
Suriname,QWEN,51.13636364,79.56,original
Sweden,QWEN,57.0,85.5,original
Sweden,QWEN,88.0,90.16,original
Sweden,QWEN,76.51515152,91.03,original
Sweden,QWEN,68.75,92.12,original
Sweden,QWEN,94.31818182,82.78,original
Switzerland,QWEN,62.0,72.32,original
Switzerland,QWEN,90.0,78.85,original
Switzerland,QWEN,81.06060606,87.78,original
Switzerland,QWEN,75.0,95.92,original
Switzerland,QWEN,92.04545455,85.2,original
Syria,QWEN,8.0,19.69,original
Syria,QWEN,6.0,23.75,original
Syria,QWEN,5.303030303,14.35,original
Syria,QWEN,0.0,11.55,original
Syria,QWEN,7.954545455,17.72,original
Taiwan,QWEN,31.0,56.77,original
Taiwan,QWEN,58.0,80.05,original
Taiwan,QWEN,44.6969697,74.7,original
Taiwan,QWEN,35.41666667,92.76,original
Taiwan,QWEN,51.13636364,76.39,original
Tajikistan,QWEN,19.0,31.64,original
Tajikistan,QWEN,29.0,38.34,original
Tajikistan,QWEN,22.72727273,27.26,original
