country,model,scores,scores_RSF,type
Suriname,MISTRAL,57.0,71.79,original
Suriname,MISTRAL,58.33333333,66.67,original
Suriname,MISTRAL,68.75,91.87,original
Suriname,MISTRAL,76.13636364,79.56,original
Sweden,MISTRAL,61.0,85.5,original
Sweden,MISTRAL,85.0,90.16,original
Sweden,MISTRAL,84.84848485,91.03,original
Sweden,MISTRAL,72.91666667,92.12,original
Sweden,MISTRAL,80.68181818,82.78,original
Switzerland,MISTRAL,50.0,72.32,original
Switzerland,MISTRAL,75.0,78.85,original
Switzerland,MISTRAL,84.09090909,87.78,original
Switzerland,MISTRAL,68.75,95.92,original
Switzerland,MISTRAL,87.5,85.2,original
Syria,MISTRAL,16.0,19.69,original
Syria,MISTRAL,23.0,23.75,original
Syria,MISTRAL,9.090909091,14.35,original
Syria,MISTRAL,10.41666667,11.55,original
Syria,MISTRAL,29.54545455,17.72,original
Taiwan,MISTRAL,35.0,56.77,original
Taiwan,MISTRAL,69.0,80.05,original
Taiwan,MISTRAL,69.53125,74.7,original
Taiwan,MISTRAL,64.58333333,92.76,original
Taiwan,MISTRAL,78.40909091,76.39,original
Tajikistan,MISTRAL,21.0,31.64,original
Tajikistan,MISTRAL,35.0,38.34,original
Tajikistan,MISTRAL,17.1875,27.26,original
Tajikistan,MISTRAL,29.16666667,39.1,original
Tajikistan,MISTRAL,37.5,30.21,original
Tanzania,MISTRAL,23.0,41.07,original
Tanzania,MISTRAL,34.0,50.69,original
Tanzania,MISTRAL,24.24242424,47.41,original
Tanzania,MISTRAL,31.25,71.42,original
Tanzania,MISTRAL,39.77272727,63.44,original
Thailand,MISTRAL,32.0,48.54,original
Thailand,MISTRAL,42.0,50.58,original
Thailand,MISTRAL,29.54545455,54.35,original
Thailand,MISTRAL,31.25,82.62,original
Thailand,MISTRAL,39.77272727,54.52,original
Togo,MISTRAL,23.0,42.27,original
Togo,MISTRAL,41.0,51.2,original
Togo,MISTRAL,27.27272727,44.38,original
Togo,MISTRAL,31.25,56.76,original
Togo,MISTRAL,37.5,59.82,original
Tonga,MISTRAL,32.0,57.92,original
Tonga,MISTRAL,46.0,61.35,original
Tonga,MISTRAL,58.33333333,66.52,original
Tonga,MISTRAL,68.75,93.33,original
Tonga,MISTRAL,73.86363636,71.43,original
Trinidad and Tobago,MISTRAL,36.0,66.76,original
Trinidad and Tobago,MISTRAL,67.0,71.26,original
Trinidad and Tobago,MISTRAL,65.15151515,66.97,original
Trinidad and Tobago,MISTRAL,77.08333333,92.06,original
Trinidad and Tobago,MISTRAL,78.40909091,86.41,original
Tunisia,MISTRAL,30.0,40.94,original
Tunisia,MISTRAL,47.0,50.19,original
Tunisia,MISTRAL,35.60606061,48.04,original
Tunisia,MISTRAL,31.25,50.92,original
Tunisia,MISTRAL,39.77272727,59.76,original
Turkmenistan,MISTRAL,14.0,17.88,original
Turkmenistan,MISTRAL,16.0,17.88,variation1
Turkmenistan,MISTRAL,14.0,17.88,variation2
Turkmenistan,MISTRAL,25.0,30.93,original
Turkmenistan,MISTRAL,24.0,30.93,variation1
Turkmenistan,MISTRAL,27.0,30.93,variation2
Turkmenistan,MISTRAL,12.87878788,13.22,original
Turkmenistan,MISTRAL,8.333333333,13.22,variation1
Turkmenistan,MISTRAL,14.39393939,13.22,variation2
Turkmenistan,MISTRAL,20.83333333,32.32,original
Turkmenistan,MISTRAL,27.08333333,32.32,variation1
Turkmenistan,MISTRAL,18.75,32.32,variation2
Turkmenistan,MISTRAL,36.36363636,15.67,original
Turkmenistan,MISTRAL,37.5,15.67,variation1
Turkmenistan,MISTRAL,30.68181818,15.67,variation2
TÃ¼rkiye,MISTRAL,21.0,28.91,original
TÃ¼rkiye,MISTRAL,45.0,37.38,original
TÃ¼rkiye,MISTRAL,20.45454545,20.02,original
TÃ¼rkiye,MISTRAL,20.83333333,34.63,original
TÃ¼rkiye,MISTRAL,37.5,37.05,original
Uganda,MISTRAL,29.0,39.38,original
Uganda,MISTRAL,43.0,50.0,original
Uganda,MISTRAL,25.0,33.48,original
Uganda,MISTRAL,22.91666667,55.0,original
Uganda,MISTRAL,44.31818182,52.14,original
Ukraine,MISTRAL,28.0,62.24,original
Ukraine,MISTRAL,63.0,78.61,original
Ukraine,MISTRAL,55.3030303,67.15,original
Ukraine,MISTRAL,14.58333333,41.11,original
Ukraine,MISTRAL,76.13636364,75.89,original
United Arab Emirates,MISTRAL,23.0,42.5,original
United Arab Emirates,MISTRAL,21.0,42.5,variation1
United Arab Emirates,MISTRAL,22.0,42.5,variation2
United Arab Emirates,MISTRAL,21.0,26.54,original
United Arab Emirates,MISTRAL,22.0,26.54,variation1
United Arab Emirates,MISTRAL,26.0,26.54,variation2
United Arab Emirates,MISTRAL,26.51515152,21.16,original
United Arab Emirates,MISTRAL,20.45454545,21.16,variation1
United Arab Emirates,MISTRAL,21.96969697,21.16,variation2
United Arab Emirates,MISTRAL,43.75,33.39,original
United Arab Emirates,MISTRAL,35.41666667,33.39,variation1
United Arab Emirates,MISTRAL,37.5,33.39,variation2
United Arab Emirates,MISTRAL,32.95454545,29.52,original
United Arab Emirates,MISTRAL,31.81818182,29.52,variation1
United Arab Emirates,MISTRAL,30.68181818,29.52,variation2
United Kingdom,MISTRAL,48.0,69.42,original
United Kingdom,MISTRAL,71.0,74.35,original
United Kingdom,MISTRAL,68.18181818,80.12,original
United Kingdom,MISTRAL,60.41666667,88.29,original
United Kingdom,MISTRAL,82.95454545,75.38,original
United States,MISTRAL,45.0,61.07,original
United States,MISTRAL,34.0,61.07,variation1
United States,MISTRAL,37.0,61.07,variation2
United States,MISTRAL,75.0,74.49,original
United States,MISTRAL,71.0,74.49,variation1
United States,MISTRAL,69.0,74.49,variation2
United States,MISTRAL,65.90909091,69.03,original
United States,MISTRAL,56.81818182,69.03,variation1
United States,MISTRAL,58.33333333,69.03,variation2
United States,MISTRAL,47.91666667,56.31,original
United States,MISTRAL,47.91666667,56.31,variation1
United States,MISTRAL,43.75,56.31,variation2
United States,MISTRAL,80.68181818,72.06,original
United States,MISTRAL,78.40909091,72.06,variation1
United States,MISTRAL,78.40909091,72.06,variation2
Uruguay,MISTRAL,39.0,48.36,original
Uruguay,MISTRAL,69.0,76.65,original
Uruguay,MISTRAL,77.27272727,53.62,original
Uruguay,MISTRAL,60.41666667,89.29,original
Uruguay,MISTRAL,82.95454545,70.58,original
Uzbekistan,MISTRAL,22.0,34.49,original
Uzbekistan,MISTRAL,36.0,43.59,original
Uzbekistan,MISTRAL,16.66666667,28.02,original
Uzbekistan,MISTRAL,29.16666667,42.28,original
Uzbekistan,MISTRAL,37.5,37.96,original
Venezuela,MISTRAL,16.0,31.63,original
Venezuela,MISTRAL,38.0,37.33,original
Venezuela,MISTRAL,12.87878788,17.68,original
Venezuela,MISTRAL,27.08333333,39.91,original
Venezuela,MISTRAL,37.5,38.74,original
Vietnam,MISTRAL,24.0,20.57,original
Vietnam,MISTRAL,35.0,28.37,original
Vietnam,MISTRAL,25.75757576,13.22,original
Vietnam,MISTRAL,29.16666667,25.86,original
Vietnam,MISTRAL,39.77272727,23.51,original
Yemen,MISTRAL,22.0,28.33,original
Yemen,MISTRAL,27.0,40.0,original
Yemen,MISTRAL,26.51515152,33.91,original
Yemen,MISTRAL,12.5,34.67,original
Yemen,MISTRAL,28.40909091,31.43,original
Zambia,MISTRAL,29.0,35.42,original
Zambia,MISTRAL,44.0,57.93,original
Zambia,MISTRAL,31.81818182,43.66,original
Zambia,MISTRAL,31.25,83.93,original
Zambia,MISTRAL,44.31818182,55.95,original
Zimbabwe,MISTRAL,27.0,40.63,original
Zimbabwe,MISTRAL,41.0,52.76,original
Zimbabwe,MISTRAL,23.48484848,36.96,original
Zimbabwe,MISTRAL,31.25,68.5,original
Zimbabwe,MISTRAL,37.5,52.68,original
Afghanistan,QWEN,15.0,29.06,original
Afghanistan,QWEN,25.0,16.35,original
Afghanistan,QWEN,29.54545455,20.07,original
Afghanistan,QWEN,4.166666667,13.9,original
Afghanistan,QWEN,31.81818182,16.07,original
Albania,QWEN,20.0,34.64,original
Albania,QWEN,54.0,67.47,original
Albania,QWEN,43.93939394,42.27,original
Albania,QWEN,20.83333333,59.16,original
Albania,QWEN,40.90909091,66.96,original
Algeria,QWEN,14.0,32.55,original
Algeria,QWEN,37.0,45.43,original
Algeria,QWEN,26.51515152,32.16,original
Algeria,QWEN,6.25,56.75,original
Algeria,QWEN,37.5,43.01,original
Andorra,QWEN,36.0,36.46,original
Andorra,QWEN,80.0,65.38,original
Andorra,QWEN,61.36363636,55.07,original
Andorra,QWEN,79.16666667,93.15,original
Andorra,QWEN,61.36363636,57.14,original
Angola,QWEN,12.0,36.81,original
Angola,QWEN,27.0,55.98,original
Angola,QWEN,13.63636364,40.82,original
Angola,QWEN,0.0,70.25,original
Angola,QWEN,38.63636364,58.33,original
Argentina,QWEN,22.0,38.45,original
Argentina,QWEN,62.0,76.12,original
Argentina,QWEN,49.24242424,54.83,original
Argentina,QWEN,12.5,82.34,original
Argentina,QWEN,46.59090909,63.89,original
Armenia,QWEN,23.0,48.18,original
Armenia,QWEN,48.0,78.25,original
Armenia,QWEN,31.06060606,63.13,original
Armenia,QWEN,18.75,89.88,original
Armenia,QWEN,39.77272727,78.57,original
Australia,QWEN,44.0,64.58,original
Australia,QWEN,64.0,69.23,original
Australia,QWEN,62.87878788,74.43,original
Australia,QWEN,58.33333333,88.44,original
Australia,QWEN,82.95454545,70.41,original
Austria,QWEN,47.0,60.2,original
Austria,QWEN,82.0,78.45,original
Austria,QWEN,66.66666667,68.99,original
Austria,QWEN,62.5,90.53,original
Austria,QWEN,82.95454545,75.3,original
Azerbaijan,QWEN,20.0,18.01,original
Azerbaijan,QWEN,43.0,35.85,original
Azerbaijan,QWEN,21.21212121,17.08,original
Azerbaijan,QWEN,14.58333333,31.27,original
Azerbaijan,QWEN,39.77272727,37.76,original
Bahrain,QWEN,22.0,20.92,original
Bahrain,QWEN,29.0,20.92,variation1
Bahrain,QWEN,29.0,20.92,variation2
Bahrain,QWEN,32.0,19.81,original
Bahrain,QWEN,37.0,19.81,variation1
Bahrain,QWEN,38.0,19.81,variation2
Bahrain,QWEN,24.24242424,17.46,original
Bahrain,QWEN,28.03030303,17.46,variation1
Bahrain,QWEN,29.54545455,17.46,variation2
Bahrain,QWEN,25.0,37.15,original
Bahrain,QWEN,39.58333333,37.15,variation1
Bahrain,QWEN,22.91666667,37.15,variation2
Bahrain,QWEN,40.90909091,20.7,original
Bahrain,QWEN,42.04545455,20.7,variation1
Bahrain,QWEN,43.18181818,20.7,variation2
Bangladesh,QWEN,20.0,27.83,original
Bangladesh,QWEN,36.0,31.32,original
Bangladesh,QWEN,24.24242424,19.36,original
Bangladesh,QWEN,8.333333333,27.03,original
Bangladesh,QWEN,40.90909091,32.65,original
Belarus,QWEN,13.0,36.34,original
Belarus,QWEN,28.0,18.8,original
Belarus,QWEN,12.12121212,15.94,original
Belarus,QWEN,10.41666667,24.21,original
Belarus,QWEN,37.5,38.69,original
Belgium,QWEN,44.0,71.41,original
Belgium,QWEN,83.0,79.49,original
Belgium,QWEN,70.45454545,81.96,original
Belgium,QWEN,62.5,88.1,original
Belgium,QWEN,87.5,86.51,original
Belize,QWEN,41.0,49.48,original
Belize,QWEN,70.0,62.18,original
Belize,QWEN,55.3030303,51.57,original
Belize,QWEN,56.25,93.06,original
Belize,QWEN,56.81818182,77.98,original
Benin,QWEN,27.0,39.48,original
Benin,QWEN,60.0,57.31,original
Benin,QWEN,45.45454545,47.68,original
Benin,QWEN,41.66666667,75.83,original
Benin,QWEN,46.59090909,63.33,original
Bhutan,QWEN,40.0,31.04,original
Bhutan,QWEN,56.0,29.62,original
Bhutan,QWEN,50.75757576,25.8,original
Bhutan,QWEN,75.0,71.43,original
Bhutan,QWEN,42.04545455,28.57,original
Bolivia,QWEN,22.0,38.08,original
Bolivia,QWEN,56.0,57.59,original
Bolivia,QWEN,41.66666667,31.24,original
Bolivia,QWEN,4.166666667,57.7,original
Bolivia,QWEN,39.77272727,59.79,original
Bosnia-Herzegovina,QWEN,20.0,40.34,original
Bosnia-Herzegovina,QWEN,59.0,67.4,original
Bosnia-Herzegovina,QWEN,42.42424242,44.53,original
Bosnia-Herzegovina,QWEN,22.91666667,83.12,original
Bosnia-Herzegovina,QWEN,39.77272727,58.87,original
Botswana,QWEN,42.0,42.56,original
Botswana,QWEN,68.0,57.28,original
Botswana,QWEN,57.57575758,49.9,original
Botswana,QWEN,68.75,79.59,original
Botswana,QWEN,64.77272727,69.56,original
Brazil,QWEN,23.0,44.68,original
Brazil,QWEN,62.0,66.88,original
Brazil,QWEN,40.90909091,57.89,original
Brazil,QWEN,8.333333333,66.37,original
Brazil,QWEN,46.59090909,57.14,original
Brunei,QWEN,23.0,45.16,original
Brunei,QWEN,36.0,41.08,original
Brunei,QWEN,26.51515152,49.42,original
Brunei,QWEN,62.5,76.99,original
Brunei,QWEN,43.18181818,37.83,original
Bulgaria,QWEN,22.0,41.6,original
Bulgaria,QWEN,30.0,41.6,variation1
Bulgaria,QWEN,34.0,41.6,variation2
Bulgaria,QWEN,61.0,72.24,original
Bulgaria,QWEN,76.0,72.24,variation1
Bulgaria,QWEN,73.0,72.24,variation2
Bulgaria,QWEN,44.6969697,60.63,original
Bulgaria,QWEN,51.51515152,60.63,variation1
Bulgaria,QWEN,51.51515152,60.63,variation2
Bulgaria,QWEN,18.75,85.08,original
Bulgaria,QWEN,25.0,85.08,variation1
Bulgaria,QWEN,31.25,85.08,variation2
Bulgaria,QWEN,46.59090909,67.06,original
Bulgaria,QWEN,54.54545455,67.06,variation1
Bulgaria,QWEN,57.95454545,67.06,variation2
Burkina Faso,QWEN,18.0,54.89,original
Burkina Faso,QWEN,45.0,62.8,original
Burkina Faso,QWEN,34.84848485,47.94,original
Burkina Faso,QWEN,6.25,61.64,original
Burkina Faso,QWEN,40.90909091,63.92,original
Burundi,QWEN,17.0,44.89,original
Burundi,QWEN,23.0,53.32,original
Burundi,QWEN,18.93939394,45.32,original
Burundi,QWEN,2.083333333,57.37,original
Burundi,QWEN,32.95454545,58.01,original
Cabo Verde,QWEN,36.0,54.25,original
Cabo Verde,QWEN,71.0,74.7,original
Cabo Verde,QWEN,55.3030303,69.51,original
Cabo Verde,QWEN,75.0,92.03,original
Cabo Verde,QWEN,63.63636364,73.35,original
Cambodia,QWEN,16.0,27.55,original
Cambodia,QWEN,27.0,36.32,original
Cambodia,QWEN,22.72727273,20.21,original
Cambodia,QWEN,10.41666667,54.8,original
Cambodia,QWEN,37.5,32.54,original
Cameroon,QWEN,19.0,34.09,original
Cameroon,QWEN,41.0,52.71,original
Cameroon,QWEN,34.09090909,43.68,original
Cameroon,QWEN,4.166666667,34.97,original
Cameroon,QWEN,40.90909091,59.31,original
Canada,QWEN,48.0,66.35,original
Canada,QWEN,77.0,83.75,original
Canada,QWEN,71.21212121,86.23,original
Canada,QWEN,64.58333333,89.76,original
Canada,QWEN,89.77272727,82.38,original
Central African Republic,QWEN,15.0,44.97,original
Central African Republic,QWEN,36.0,64.42,original
Central African Republic,QWEN,27.27272727,48.55,original
Central African Republic,QWEN,6.25,79.76,original
Central African Republic,QWEN,38.63636364,62.9,original
Chad,QWEN,19.0,43.49,original
Chad,QWEN,24.0,61.06,original
Chad,QWEN,23.48484848,48.73,original
Chad,QWEN,2.083333333,57.67,original
Chad,QWEN,37.5,63.1,original
Chile,QWEN,27.0,46.98,original
Chile,QWEN,69.0,68.75,original
Chile,QWEN,52.27272727,68.84,original
Chile,QWEN,41.66666667,83.57,original
Chile,QWEN,60.22727273,68.45,original
China,QWEN,18.0,29.65,original
China,QWEN,27.0,29.65,variation1
China,QWEN,26.0,29.65,variation2
China,QWEN,36.0,22.28,original
China,QWEN,42.0,22.28,variation1
China,QWEN,45.0,22.28,variation2
China,QWEN,12.12121212,19.14,original
China,QWEN,20.45454545,19.14,variation1
China,QWEN,19.6969697,19.14,variation2
China,QWEN,25.0,23.93,original
China,QWEN,22.91666667,23.93,variation1
China,QWEN,25.0,23.93,variation2
China,QWEN,40.90909091,21.79,original
China,QWEN,44.31818182,21.79,variation1
China,QWEN,47.72727273,21.79,variation2
Colombia,QWEN,23.0,37.58,original
Colombia,QWEN,26.0,37.58,variation1
Colombia,QWEN,31.0,37.58,variation2
Colombia,QWEN,64.0,72.71,original
Colombia,QWEN,68.0,72.71,variation1
Colombia,QWEN,70.0,72.71,variation2
Colombia,QWEN,48.48484848,48.05,original
Colombia,QWEN,50.0,48.05,variation1
Colombia,QWEN,53.03030303,48.05,variation2
Colombia,QWEN,4.166666667,41.75,original
Colombia,QWEN,6.25,41.75,variation1
Colombia,QWEN,8.333333333,41.75,variation2
Colombia,QWEN,45.45454545,48.08,original
Colombia,QWEN,55.68181818,48.08,variation1
Colombia,QWEN,51.13636364,48.08,variation2
Comoros,QWEN,19.0,52.19,original
Comoros,QWEN,47.0,62.02,original
Comoros,QWEN,36.36363636,48.84,original
Comoros,QWEN,29.16666667,78.57,original
Comoros,QWEN,39.77272727,65.71,original
Congo-Brazzaville,QWEN,18.0,42.92,original
Congo-Brazzaville,QWEN,42.0,63.27,original
Congo-Brazzaville,QWEN,31.06060606,54.28,original
Congo-Brazzaville,QWEN,25.0,85.24,original
Congo-Brazzaville,QWEN,37.5,67.14,original
Costa Rica,QWEN,52.0,63.89,original
Costa Rica,QWEN,84.0,83.97,original
Costa Rica,QWEN,70.45454545,57.41,original
Costa Rica,QWEN,77.08333333,92.59,original
Costa Rica,QWEN,87.5,82.8,original
Croatia,QWEN,27.0,49.42,original
Croatia,QWEN,72.0,78.1,original
Croatia,QWEN,59.84848485,57.81,original
Croatia,QWEN,37.5,89.68,original
Croatia,QWEN,59.09090909,68.92,original
Cuba,QWEN,21.0,24.48,original
Cuba,QWEN,24.0,15.63,original
Cuba,QWEN,9.090909091,14.86,original
Cuba,QWEN,16.66666667,43.05,original
Cuba,QWEN,34.09090909,30.16,original
Cyprus,QWEN,28.0,47.44,original
Cyprus,QWEN,60.0,67.9,original
Cyprus,QWEN,53.78787879,55.8,original
Cyprus,QWEN,56.25,89.19,original
Cyprus,QWEN,54.54545455,55.4,original
Czechia,QWEN,40.0,62.58,original
Czechia,QWEN,80.0,80.18,original
Czechia,QWEN,59.09090909,80.21,original
Czechia,QWEN,58.33333333,92.58,original
Czechia,QWEN,72.72727273,85.16,original
CÃ´te d'Ivoire,QWEN,22.0,55.05,original
CÃ´te d'Ivoire,QWEN,42.0,74.63,original
CÃ´te d'Ivoire,QWEN,34.84848485,61.43,original
CÃ´te d'Ivoire,QWEN,12.5,70.28,original
CÃ´te d'Ivoire,QWEN,38.63636364,73.08,original
DR Congo,QWEN,13.0,42.29,original
DR Congo,QWEN,32.0,51.54,original
DR Congo,QWEN,26.51515152,46.52,original
DR Congo,QWEN,2.083333333,38.34,original
DR Congo,QWEN,37.5,65.83,original
Denmark,QWEN,50.0,83.07,original
Denmark,QWEN,85.0,88.82,original
Denmark,QWEN,75.0,94.11,original
Denmark,QWEN,77.08333333,95.09,original
Denmark,QWEN,88.63636364,86.9,original
Djibouti,QWEN,16.0,26.74,original
Djibouti,QWEN,30.0,30.63,original
Djibouti,QWEN,26.51515152,24.12,original
Djibouti,QWEN,18.75,40.13,original
Djibouti,QWEN,37.5,29.08,original
Dominican Republic,QWEN,26.0,53.54,original
Dominican Republic,QWEN,59.0,86.92,original
Dominican Republic,QWEN,43.18181818,72.61,original
Dominican Republic,QWEN,14.58333333,74.24,original
Dominican Republic,QWEN,45.45454545,82.14,original
East Timor,QWEN,24.0,65.36,original
East Timor,QWEN,56.0,73.08,original
East Timor,QWEN,45.45454545,76.09,original
East Timor,QWEN,29.16666667,94.35,original
East Timor,QWEN,40.90909091,85.71,original
Ecuador,QWEN,22.0,43.33,original
Ecuador,QWEN,30.0,43.33,variation1
Ecuador,QWEN,29.0,43.33,variation2
Ecuador,QWEN,63.0,60.77,original
Ecuador,QWEN,74.0,60.77,variation1
Ecuador,QWEN,70.0,60.77,variation2
Ecuador,QWEN,46.21212121,39.57,original
Ecuador,QWEN,56.81818182,39.57,variation1
Ecuador,QWEN,50.0,39.57,variation2
Ecuador,QWEN,8.333333333,65.48,original
Ecuador,QWEN,12.5,65.48,variation1
Ecuador,QWEN,20.83333333,65.48,variation2
Ecuador,QWEN,45.45454545,47.38,original
Ecuador,QWEN,51.13636364,47.38,variation1
Ecuador,QWEN,54.54545455,47.38,variation2
Egypt,QWEN,15.0,24.69,original
Egypt,QWEN,27.0,29.81,original
Egypt,QWEN,20.45454545,16.1,original
Egypt,QWEN,2.083333333,27.27,original
Egypt,QWEN,36.36363636,27.62,original
El Salvador,QWEN,24.0,42.23,original
El Salvador,QWEN,50.0,50.3,original
El Salvador,QWEN,35.60606061,29.21,original
El Salvador,QWEN,4.166666667,49.04,original
El Salvador,QWEN,39.77272727,49.27,original
Equatorial Guinea,QWEN,13.0,31.46,original
Equatorial Guinea,QWEN,30.0,40.96,original
Equatorial Guinea,QWEN,14.39393939,33.62,original
Equatorial Guinea,QWEN,29.16666667,77.38,original
Equatorial Guinea,QWEN,37.5,49.05,original
Eritrea,QWEN,13.0,18.54,original
Eritrea,QWEN,16.0,16.92,original
Eritrea,QWEN,8.333333333,12.75,original
Eritrea,QWEN,10.41666667,14.26,original
Eritrea,QWEN,17.04545455,20.71,original
Estonia,QWEN,54.0,76.77,original
Estonia,QWEN,86.0,83.65,original
Estonia,QWEN,65.15151515,86.88,original
Estonia,QWEN,66.66666667,94.88,original
Estonia,QWEN,94.31818182,90.0,original
Eswatini,QWEN,21.0,41.25,original
Eswatini,QWEN,34.0,47.31,original
Eswatini,QWEN,32.57575758,49.13,original
Eswatini,QWEN,37.5,89.58,original
Eswatini,QWEN,38.63636364,64.29,original
Ethiopia,QWEN,18.0,41.2,original
Ethiopia,QWEN,41.0,50.0,original
Ethiopia,QWEN,25.75757576,33.9,original
Ethiopia,QWEN,6.25,34.13,original
Ethiopia,QWEN,39.77272727,47.62,original
Fiji,QWEN,28.0,64.66,original
Fiji,QWEN,60.0,69.04,original
Fiji,QWEN,48.48484848,59.26,original
Fiji,QWEN,50.0,88.86,original
Fiji,QWEN,43.18181818,74.35,original
Finland,QWEN,62.0,80.9,original
Finland,QWEN,93.0,86.16,original
Finland,QWEN,75.75757576,89.05,original
Finland,QWEN,75.0,92.13,original
Finland,QWEN,94.31818182,84.52,original
France,QWEN,38.0,66.27,original
France,QWEN,40.0,66.27,variation1
France,QWEN,55.0,66.27,variation2
France,QWEN,71.0,78.18,original
France,QWEN,76.0,78.18,variation1
France,QWEN,75.0,78.18,variation2
France,QWEN,63.63636364,78.93,original
France,QWEN,68.18181818,78.93,variation1
France,QWEN,67.42424242,78.93,variation2
France,QWEN,54.16666667,88.38,original
France,QWEN,62.5,88.38,variation1
France,QWEN,58.33333333,88.38,variation2
France,QWEN,69.31818182,81.5,original
France,QWEN,80.68181818,81.5,variation1
France,QWEN,69.31818182,81.5,variation2
Gabon,QWEN,30.0,49.74,original
Gabon,QWEN,66.0,70.19,original
Gabon,QWEN,50.75757576,58.51,original
Gabon,QWEN,56.25,79.59,original
Gabon,QWEN,43.18181818,71.09,original
Gambia,QWEN,18.0,48.51,original
Gambia,QWEN,45.0,60.71,original
Gambia,QWEN,29.54545455,57.56,original
Gambia,QWEN,12.5,84.01,original
Gambia,QWEN,37.5,76.87,original
Georgia,QWEN,31.0,39.93,original
Georgia,QWEN,68.0,67.31,original
Georgia,QWEN,47.72727273,36.23,original
Georgia,QWEN,41.66666667,61.35,original
Georgia,QWEN,51.13636364,60.45,original
Germany,QWEN,52.0,77.63,original
Germany,QWEN,53.0,77.63,variation1
Germany,QWEN,62.0,77.63,variation2
Germany,QWEN,80.0,84.69,original
Germany,QWEN,81.0,84.69,variation1
Germany,QWEN,79.0,84.69,variation2
Germany,QWEN,69.6969697,85.22,original
Germany,QWEN,81.06060606,85.22,variation1
Germany,QWEN,73.48484848,85.22,variation2
Germany,QWEN,64.58333333,89.29,original
Germany,QWEN,68.75,89.29,variation1
Germany,QWEN,72.91666667,89.29,variation2
Germany,QWEN,77.27272727,82.38,original
Germany,QWEN,85.22727273,82.38,variation1
Germany,QWEN,89.77272727,82.38,variation2
Ghana,QWEN,35.0,47.92,original
Ghana,QWEN,29.0,47.92,variation1
Ghana,QWEN,29.0,47.92,variation2
Ghana,QWEN,55.0,74.79,original
Ghana,QWEN,68.0,74.79,variation1
Ghana,QWEN,70.0,74.79,variation2
Ghana,QWEN,48.48484848,59.5,original
Ghana,QWEN,53.03030303,59.5,variation1
Ghana,QWEN,51.51515152,59.5,variation2
Ghana,QWEN,20.83333333,82.94,original
Ghana,QWEN,25.0,82.94,variation1
Ghana,QWEN,31.25,82.94,variation2
Ghana,QWEN,59.09090909,73.41,original
Ghana,QWEN,63.63636364,73.41,variation1
Ghana,QWEN,68.18181818,73.41,variation2
Greece,QWEN,33.0,37.61,original
Greece,QWEN,24.0,37.61,variation1
Greece,QWEN,39.0,37.61,variation2
Greece,QWEN,53.0,64.68,original
Greece,QWEN,63.0,64.68,variation1
Greece,QWEN,64.0,64.68,variation2
Greece,QWEN,50.0,45.25,original
Greece,QWEN,52.27272727,45.25,variation1
Greece,QWEN,56.06060606,45.25,variation2
Greece,QWEN,31.25,85.78,original
Greece,QWEN,27.08333333,85.78,variation1
Greece,QWEN,37.5,85.78,variation2
Greece,QWEN,54.54545455,52.44,original
Greece,QWEN,64.77272727,52.44,variation1
Greece,QWEN,63.63636364,52.44,variation2
Guatemala,QWEN,17.0,38.13,original
Guatemala,QWEN,46.0,57.24,original
Guatemala,QWEN,33.33333333,33.57,original
Guatemala,QWEN,4.166666667,35.78,original
Guatemala,QWEN,38.63636364,46.67,original
Guinea,QWEN,16.0,50.0,original
Guinea,QWEN,34.0,64.58,original
Guinea,QWEN,31.81818182,49.28,original
Guinea,QWEN,16.66666667,66.95,original
Guinea,QWEN,37.5,69.05,original
Guinea-Bissau,QWEN,19.0,39.38,original
Guinea-Bissau,QWEN,45.0,61.92,original
Guinea-Bissau,QWEN,37.12121212,48.26,original
Guinea-Bissau,QWEN,22.91666667,76.13,original
Guinea-Bissau,QWEN,40.90909091,54.05,original
Guyana,QWEN,27.0,46.61,original
Guyana,QWEN,71.0,60.46,original
Guyana,QWEN,42.42424242,44.93,original
Guyana,QWEN,56.25,83.33,original
Guyana,QWEN,56.81818182,65.18,original
Haiti,QWEN,15.0,44.44,original
Haiti,QWEN,31.0,67.47,original
Haiti,QWEN,32.57575758,53.38,original
Haiti,QWEN,4.166666667,45.26,original
Haiti,QWEN,38.63636364,69.05,original
Honduras,QWEN,18.0,34.89,original
Honduras,QWEN,40.0,49.17,original
Honduras,QWEN,31.81818182,35.36,original
Honduras,QWEN,6.25,35.51,original
Honduras,QWEN,40.90909091,35.95,original
Hong Kong,QWEN,38.0,45.88,original
Hong Kong,QWEN,56.0,39.33,original
Hong Kong,QWEN,50.0,34.68,original
Hong Kong,QWEN,43.75,47.67,original
Hong Kong,QWEN,39.77272727,47.73,original
Hungary,QWEN,28.0,48.23,original
Hungary,QWEN,30.0,48.23,variation1
Hungary,QWEN,37.0,48.23,variation2
Hungary,QWEN,68.0,67.88,original
Hungary,QWEN,73.0,67.88,variation1
Hungary,QWEN,76.0,67.88,variation2
Hungary,QWEN,53.03030303,38.55,original
Hungary,QWEN,53.03030303,38.55,variation1
Hungary,QWEN,54.54545455,38.55,variation2
Hungary,QWEN,39.58333333,85.97,original
Hungary,QWEN,54.16666667,85.97,variation1
Hungary,QWEN,43.75,85.97,variation2
Hungary,QWEN,52.27272727,74.29,original
Hungary,QWEN,69.31818182,74.29,variation1
Hungary,QWEN,71.59090909,74.29,variation2
